algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,BestF1Score,FalseNegativeRate,result_path,RANGE_PR_AUC,train_main_time,train_preprocess_time,train_postprocess_time,Recommendation_ACC
PCC,OBSEA,2022-01-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",11.230298280715942,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_55_18/results.csv,,,,,0.0
PCC,OBSEA,2022-02-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",10.282028198242188,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_26_01/results.csv,,,,,0.0
HBOS,OBSEA,2022-07-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",17.109151363372803,,,0.7264218548274852,0.3999952000575993,0.6666666666666666,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_31_09/results.csv,0.2256118062933046,,,,0.0
HBOS,OBSEA,2022-02-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",19.44679021835327,,,0.5208187134502924,0.1049138727798395,0.8222222222222222,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_20_57_22/results.csv,0.0528624943642005,,,,0.0
PCC,OBSEA,2022-04-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",13.689123630523682,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_46_42/results.csv,,,,,0.0
PCC,OBSEA,2022-07-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",11.259466409683228,,,0.584245374440537,0.3413550367003194,0.5569852941176471,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_31_03/results.csv,0.2207964484593172,,,,0.0
HBOS,OBSEA,2022-05-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",12.524945974349976,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_29_16/results.csv,,,,,0.0
PCC,OBSEA,2022-02-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.660457372665405,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_55_22/results.csv,,,,,0.0
PCC,OBSEA,2022-04-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",10.120448350906372,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_49_59/results.csv,,,,,0.0
PCC,OBSEA,2022-06-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",9.605069160461426,,,0.4169153671810322,0.144328557776268,0.9222222222222224,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_27_32/results.csv,0.1291378093698728,,,,0.0
HBOS,OBSEA,2022-03-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",18.91689324378968,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_06_17_45/results.csv,,,,,0.0
PCC,OBSEA,2022-04-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",8.361106395721436,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_18_56/results.csv,,,,,0.0
Torsk,OBSEA,2022-08-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1643.2557044029236,,0.0150201320648193,0.5490956460415055,0.3496363312001675,0.5281602002503129,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_06_13_19/results.csv,0.3063106580705029,,,,0.0
PCC,OBSEA,2022-01-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",9.7789409160614,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_22_59/results.csv,,,,,0.0
HBOS,OBSEA,2022-02-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",14.77628493309021,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_13_25_15/results.csv,,,,,0.0
PCC,OBSEA,2022-07-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",14.71145749092102,,,0.6129398423265694,0.179017647321041,0.5761589403973509,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_01_43/results.csv,0.1572925083840984,,,,0.0
PCC,OBSEA,2022-12-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",11.002776384353638,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_12_33_45/results.csv,,,,,0.0
Torsk,OBSEA,2022-03-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1412.753936290741,,0.0279884338378906,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_16_53/results.csv,,,,,0.0
AutoEncoder (AE),OBSEA,2022-01-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",13.897107601165771,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_23_59/results.csv,,40.50100088119507,,,0.0
HBOS,OBSEA,2022-04-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",16.097819566726685,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_36_43/results.csv,,,,,0.0
PCC,OBSEA,2022-05-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",13.082482814788818,,,0.8174946831518997,0.5194761342923728,0.6153846153846154,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_13_25_18/results.csv,0.4373571197725672,,,,0.0
AutoEncoder (AE),OBSEA,2022-08-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",16.31382131576538,,,0.6627039111381643,0.268019083633419,0.6384439359267735,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_41_13/results.csv,0.1703332543077477,36.52799415588379,,,0.0
HBOS,OBSEA,2022-04-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",31.97443652153015,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_22_51_29/results.csv,,,,,0.0
PCC,OBSEA,2022-08-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",8.287058115005493,,,0.7842715961426634,0.2338423506417369,0.5421686746987951,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_19_40_52/results.csv,0.1158955246101435,,,,0.0
HBOS,OBSEA,2022-01-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",20.787817001342773,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_56_18/results.csv,,,,,0.0
PCC,OBSEA,2022-03-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",12.642173051834106,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_15_30/results.csv,,,,,0.0
PCC,OBSEA,2022-02-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",12.310096263885498,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_22_42/results.csv,,,,,0.0
HBOS,OBSEA,2022-06-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",15.17914581298828,,,0.3680499572492977,0.0986515957466323,0.9388888888888888,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_28_32/results.csv,0.0739823280184809,,,,0.0
AutoEncoder (AE),OBSEA,2022-03-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",14.582261562347412,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_23_55/results.csv,,29.6667582988739,,,0.0
PCC,OBSEA,2022-02-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.9312615394592285,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_10_24/results.csv,,,,,0.0
PCC,OBSEA,2022-10-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.4237961769104,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_59_22/results.csv,,,,,0.0
HBOS,OBSEA,2022-12-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",16.104183197021484,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_06_14_44/results.csv,,,,,0.0
AutoEncoder (AE),OBSEA,2022-02-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",11.611898422241213,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_42_10/results.csv,,28.366782188415527,,,0.0
HBOS,OBSEA,2022-02-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",12.584643840789797,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_17_27/results.csv,,,,,0.0
AutoEncoder (AE),OBSEA,2022-09-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",28.467479467391968,,,0.2142595407944489,0.0219778046151191,0.9888888888888888,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_07_10/results.csv,0.0454696894662379,41.235469579696655,,,0.0
PCC,OBSEA,2022-03-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.920173645019531,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_12_06_39/results.csv,,,,,0.0
PCC,OBSEA,2022-02-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",9.75083303451538,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_27_30/results.csv,,,,,0.0
HBOS,OBSEA,2022-05-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",18.29518842697144,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_30_07/results.csv,,,,,0.0
PCC,OBSEA,2022-06-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",12.665476083755491,,,0.712915544830772,0.3877707499610516,0.5156445556946183,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_57_21/results.csv,0.318610543563903,,,,0.0
HBOS,OBSEA,2022-03-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",18.76191115379333,,,0.7129489711472031,0.1368398784642145,0.4639175257731959,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_48_16/results.csv,0.1083308010981054,,,,0.0
PCC,OBSEA,2022-03-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",13.28105354309082,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_47_14/results.csv,,,,,0.0
PCC,OBSEA,2022-01-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",12.294114589691162,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_48_40/results.csv,,,,,0.0
HBOS,OBSEA,2022-04-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",10.664866924285889,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_21_30/results.csv,,,,,0.0
HBOS,OBSEA,2022-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",20.12022399902344,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_16_55_42/results.csv,,,,,0.0
HBOS,OBSEA,2022-04-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",13.607285499572754,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_19_00/results.csv,,,,,0.0
PCC,OBSEA,2022-01-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",9.025403022766112,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_31_08/results.csv,,,,,0.0
PCC,OBSEA,2022-01-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",11.413779497146606,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_31_03/results.csv,,,,,0.0
HBOS,OBSEA,2022-05-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",11.32862401008606,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_56_46/results.csv,,,,,0.0
HBOS,OBSEA,2022-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",18.28251957893372,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_19_10_36/results.csv,,,,,0.0
PCC,OBSEA,2022-08-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",13.455090522766112,,,0.5469330215032807,0.1362661349567872,0.3219047619047619,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_45_47/results.csv,0.1723023541410973,,,,0.0
PCC,OBSEA,2022-03-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",9.878730297088625,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_13_55_21/results.csv,,,,,0.0
HBOS,OBSEA,2022-03-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",24.27498197555542,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_20_58_13/results.csv,,,,,0.0
HBOS,OBSEA,2022-02-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",23.84636759757996,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_12_36_46/results.csv,,,,,0.0
PCC,OBSEA,2022-10-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",6.137219190597534,,,0.5607827915569357,0.1244295023898688,0.2115384615384615,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_06_25/results.csv,0.1744561175891036,,,,0.0
AutoEncoder (AE),OBSEA,2022-12-23,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",16.117127180099487,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_16_42/results.csv,,42.924148082733154,,,0.0
AutoEncoder (AE),OBSEA,2022-02-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",21.129399299621586,,,0.6465743989603638,0.0382370188546559,0.4888888888888889,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_16_16_30/results.csv,0.0522280938558506,41.69314455986023,,,0.0
PCC,OBSEA,2022-03-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",9.018815755844116,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_26_01/results.csv,,,,,0.0
PCC,OBSEA,2022-12-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.248482942581177,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_04_17/results.csv,,,,,0.0
PCC,OBSEA,2022-09-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",12.584396600723268,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_41_06/results.csv,,,,,0.0
Torsk,OBSEA,2022-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,3,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1593.4488656520844,,0.0132420063018798,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_22_41/results.csv,,,,,0.0
PCC,OBSEA,2022-04-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",16.975600242614746,,,0.5744297605140186,0.0722884598702663,0.9625,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_57_08/results.csv,0.19754768410597,,,,0.0
HBOS,OBSEA,2022-09-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",31.85228133201599,,,0.4845455748278608,0.1793147041503525,0.3365269461077844,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_46_22/results.csv,0.1203605893334273,,,,0.0
PCC,OBSEA,2022-05-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",12.065505504608154,,,0.7016515011658022,0.0672541988574905,0.3277310924369748,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_04_32/results.csv,0.1239701482201009,,,,0.0
PCC,OBSEA,2022-01-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",12.55634617805481,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_22_52_46/results.csv,,,,,0.0
HBOS,OBSEA,2022-04-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",20.91772770881653,,,0.7816975759345794,0.4406730122807833,0.5125,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_24_42/results.csv,0.2689863838701032,,,,0.0
AutoEncoder (AE),OBSEA,2022-08-08,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",17.320436477661133,,,0.6257471709457213,0.1847634258196332,0.265527950310559,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_16_43_34/results.csv,0.1180127782089401,35.40263891220093,,,0.0
AutoEncoder (AE),OBSEA,2022-03-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",14.495185136795044,,,,0.0,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_16_51/results.csv,,34.869078159332275,,,0.0
