Algorithm,Accuracy
COPOD,0.2659323235824621
COPOD,0.0187705374097331
COPOD,0.126536103187712
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.2787241831565424
COPOD,0.3535558730610535
COPOD,0.0
COPOD,0.3502266443144536
COPOD,0.0
COPOD,0.1469309743622948
COPOD,0.1217591113062854
COPOD,0.1829750043478961
COPOD,0.0
COPOD,0.5299033626859948
COPOD,0.2996073032882077
COPOD,0.5920753626637402
COPOD,0.6421455695916067
COPOD,0.5081088311688257
COPOD,0.0
COPOD,0.1780036442690429
COPOD,0.0
COPOD,0.0878982884461109
COPOD,0.0261025800366428
COPOD,0.3042941966968489
COPOD,0.0913099670189293
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.999995000025
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.999995000025
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0233151679778107
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.9898231310231193
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.1215753444560166
COPOD,0.1977847093579245
COPOD,0.6053321457437811
COPOD,0.0617763304434695
COPOD,0.0109541169044916
COPOD,0.0
COPOD,0.0
COPOD,0.61327296847578
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.1956753778476928
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.024751557533237
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.3362074139691225
COPOD,0.0
COPOD,0.0507721320994189
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.5063254830089592
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.165094941143317
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.5978536469851428
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0242923387778973
COPOD,0.0
COPOD,0.0
COPOD,0.1525685467572302
COPOD,0.0
COPOD,0.1336927161048177
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.999995000025
COPOD,0.6775435508892882
COPOD,0.999995000025
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0016306105508857
COPOD,0.0
COPOD,0.0
COPOD,0.0278764480573876
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0050872425856841
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0093983589866257
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.2730100602928428
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0433228223750903
COPOD,0.0277369390217933
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0866954012254798
COPOD,0.0686621055558863
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0932591221861258
COPOD,0.1184303848968936
COPOD,0.0
COPOD,0.0
COPOD,0.0155104018937718
COPOD,0.1180559573039957
COPOD,0.0
COPOD,0.0359449934141697
COPOD,0.0212841647508788
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.1435277414679875
COPOD,0.0
COPOD,0.0062524716866169
COPOD,0.0249650794017124
COPOD,0.0
COPOD,0.0
COPOD,0.0051707702173038
COPOD,0.0020376770459261
COPOD,0.0558462203180364
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0198084204735572
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.333181059053907
COPOD,0.6119324547382047
COPOD,0.7245445888535142
COPOD,0.0
COPOD,0.5722014231568942
COPOD,0.825019382989008
COPOD,0.6093632183339719
COPOD,0.5008388529298633
COPOD,0.6818206244723376
COPOD,0.6683577850151022
COPOD,0.3768895670474415
COPOD,0.001818163653074
COPOD,0.6528122068571512
COPOD,0.1042050326520195
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.1122449592167166
COPOD,0.0
COPOD,0.1451599440811637
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0310824085636138
COPOD,0.1010198770495593
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.2165841275092968
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.2187410181009115
COPOD,0.0975238156647722
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.022718537097973
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0570914172509391
COPOD,0.0643255150641977
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0571157345568244
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0568981315643127
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.4205666099374498
COPOD,0.1241850799524909
COPOD,0.0609337355645949
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.3014713982113464
COPOD,0.0
COPOD,0.1906585660367295
COPOD,0.2198204357423792
COPOD,0.2673704501863964
COPOD,0.0
COPOD,0.6452239072531153
COPOD,0.0
COPOD,0.5437757859016129
COPOD,0.3355303168218322
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.0680953788468333
COPOD,0.5264381275846122
COPOD,0.35512713787332
COPOD,0.0
COPOD,0.2390409617858296
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.3513784036078911
COPOD,0.3582436339002538
COPOD,0.1819327304922006
COPOD,0.4373258442997343
COPOD,0.3422841928861986
COPOD,0.2421075574282188
COPOD,0.4149383496334594
COPOD,0.0
COPOD,0.6812765338505148
COPOD,0.3971545622639107
COPOD,0.2222202469311383
COPOD,0.0
COPOD,0.3811794611602732
COPOD,0.2787476462922236
COPOD,0.2032708533139516
COPOD,0.0
COPOD,0.4259270412353466
COPOD,0.4965399483484504
COPOD,0.0
COPOD,0.3977212858248681
COPOD,0.0
COPOD,0.0
COPOD,0.0
COPOD,0.555633497093752
COPOD,0.6013605136648081
COPOD,0.2639244726243545
COPOD,0.4309160114324286
COPOD,0.6531306943375861
COPOD,0.0422129353257443
COPOD,0.726410468612582
COPOD,0.5969428730217418
COPOD,0.9477480279241496
COPOD,0.6488318679804093
COPOD,0.8013270508700614
COPOD,0.6863231821965496
COPOD,0.5174461466040635
COPOD,0.7087254897131297
COPOD,0.72687962849776
COPOD,0.3297810071375296
COPOD,0.7476135948656545
COPOD,0.3431410345790004
