algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,train_preprocess_time,train_main_time,execute_preprocess_time,execute_main_time,execute_postprocess_time,status,error_message,repetition,hyper_params,hyper_params_id,ROC_AUC,RANGE_PR_AUC,result_path,BestF1Score,FalseNegativeRate,train_postprocess_time,Recommendation_ACC
Torsk,OBSEA,2021-03-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,510.06838726997375,0.0047698020935058,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_07_14_58/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-01-19,semi-supervised,multivariate,multivariate,semi-supervised,,23.89863443374633,,9.811395406723022,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_07_44_05/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-04-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2148.0643167495728,0.0170183181762695,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_36_34/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-01-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,653.8169972896576,0.010045051574707,Status.OK,,3,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_16_49_51/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1721.073139667511,0.0118796825408935,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_21_26_10/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2021-09-22,semi-supervised,multivariate,multivariate,semi-supervised,,24.116734504699707,,11.34041714668274,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_03_48_31/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-12-27,semi-supervised,multivariate,multivariate,semi-supervised,,21.592176914215088,,8.927318334579468,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_14_11_19/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2021-11-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1403.529901266098,0.0206813812255859,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_37_43/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-07-14,semi-supervised,multivariate,multivariate,semi-supervised,,27.64518928527832,,10.13959264755249,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,0.5676771267561957,0.2965613620895487,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_14_45_25/results.csv,0.366262514937361,0.6669691470054446,,0.0
Torsk,OBSEA,2022-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1670.0383603572843,0.0261142253875732,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_11_23_41/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2021-10-14,semi-supervised,multivariate,multivariate,semi-supervised,,30.3809552192688,,14.428667068481444,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_16_40/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-01-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1388.1359186172483,0.021723985671997,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_29_15/results.csv,0.0,0.0,,0.0
HBOS,OBSEA,2021-02-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.736934900283812,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_25_42/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-12-25,semi-supervised,multivariate,multivariate,semi-supervised,,28.4852135181427,,11.031912088394163,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_21_57_20/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2021-10-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2351.249850511551,0.0111057758331298,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.8946189369429794,0.1337774004273691,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_10_45_39/results.csv,0.2234803192636245,0.6775956284153005,,0.0
AutoEncoder (AE),OBSEA,2022-02-12,semi-supervised,multivariate,multivariate,semi-supervised,,19.67022705078125,,7.2810633182525635,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_10_35_31/results.csv,0.0,0.0,,0.0
HBOS,OBSEA,2021-03-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,19.223055601119995,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_55_24/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-07-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1516.0049290657043,0.0246722698211669,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.7213284283141123,0.222764700100516,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_16_06_41/results.csv,0.3509765681650349,0.4305408271474019,,0.0
PCC,OBSEA,2021-02-06_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,13.372315645217896,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_03_59_28/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2021-08-18,semi-supervised,multivariate,multivariate,semi-supervised,,21.807936668396,,8.836045503616333,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_53_08/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2021-11-20,semi-supervised,multivariate,multivariate,semi-supervised,,12.643730878829956,,7.429896593093872,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_10_33_37/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2167.477185487747,0.0188243389129638,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_11_01_35/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-01-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1379.4016590118408,0.0149698257446289,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_39_54/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-03-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1623.9079730510712,0.0080411434173583,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_42_04/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2021-10-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2137.547951936722,0.0113024711608886,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.8175837082477561,0.2132855419784202,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_08_23_10/results.csv,0.3991367057700332,0.6443594646271511,,0.0
Torsk,OBSEA,2022-01-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1414.0746476650238,0.0252497196197509,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_29_40/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-12-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1327.2493522167206,0.0235025882720947,Status.OK,,3,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_11_30/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-03-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1489.0933153629303,0.0189638137817382,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_23_50/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-05-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1505.9625532627106,0.0174770355224609,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_29_50/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-08-28,semi-supervised,multivariate,multivariate,semi-supervised,,21.3470356464386,,9.68299150466919,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_10_44/results.csv,0.0,0.0,,0.0
HBOS,OBSEA,2021-02-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.801347732543944,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_33_43/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-07-03,semi-supervised,multivariate,multivariate,semi-supervised,,28.543534517288208,,11.46734094619751,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,0.9375086906141368,0.0128025131632364,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_02_29/results.csv,0.0272105500064221,0.2,,0.0
Torsk,OBSEA,2022-04-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1878.917197227478,0.0197093486785888,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_21_30_43/results.csv,0.0,0.0,,0.0
PCC,OBSEA,2021-03-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,8.934993743896484,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_08_18_43/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-09-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,788.6279067993164,0.0094797611236572,Status.OK,,3,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.33199121522694,0.0228780998952148,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_19_31_34/results.csv,0.0130332949435528,0.8816793893129771,,0.0
Torsk,OBSEA,2022-10-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1358.496745347977,0.021615982055664,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_10_49_33/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2021-11-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1121.7851870059967,0.0187418460845947,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_06_46/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-01-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1689.3429737091064,0.0127794742584228,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_16_08_00/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2021-09-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1443.8783140182495,0.0208845138549804,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.7788690377010576,0.2099062218999693,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_41_01/results.csv,0.3583777385206125,0.4715909090909091,,0.0
Torsk,OBSEA,2022-08-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1312.6644225120544,0.0179555416107177,Status.OK,,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.4929227903803107,0.0642308809589975,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_02_53/results.csv,0.1208960536796321,0.6089385474860335,,0.0
Torsk,OBSEA,2021-09-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1781.689969778061,0.012894868850708,Status.OK,,3,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_49_07/results.csv,0.0,0.0,,0.0
AutoEncoder (AE),OBSEA,2022-04-16,semi-supervised,multivariate,multivariate,semi-supervised,,17.675337076187134,,7.636642932891846,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_19_11_30/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2021-11-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2073.458458900452,0.0228714942932128,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_36_05/results.csv,0.0,0.0,,0.0
Torsk,OBSEA,2022-04-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,845.9431357383728,0.0186483860015869,Status.OK,,3,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_29_52/results.csv,0.0,0.0,,0.0
