,AutoEncoder (AE),DenoisingAutoEncoder (DAE),DeepAnT,Random Black Forest (RR),PCC,HBOS,Torsk,Hybrid KNN,COPOD,RobustPCA
OBSEA/2020-08-17.out,0.3805030107347584,0.0,0.3805030107347584,0.0,0.0,0.2984283503452902,0.0,0.0,0.1507264064742464,0.3805030107347584
OBSEA/2022-08-17.out,0.0,0.0,0.0912285343195886,0.0,0.0,0.0,0.0,0.0,0.0,0.0821638877165858
OBSEA/2022-02-21.out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206183526431078,0.0,0.0140227808533956
OBSEA/2021-01-16.out,0.5800419041896694,0.5665083556160964,0.6770352367113006,0.4584722144761854,0.6267846915180799,0.4946744774861366,0.4822812086331621,0.4222634600281854,0.3688403961405251,0.5800419041896694
OBSEA/2021-07-25.out,0.0,0.032610480728472,0.0390486989609532,0.0,0.0,0.0,0.0,0.0585628353682934,0.0,0.0465422355424375
OBSEA/2020-01-06.out,0.0595349146857803,0.0585015214574259,0.0375874048373391,0.0592442167740553,0.0,0.2187480517751638,0.0189292234860056,0.0307066320163582,0.0109541169044916,0.0301571180548306
OBSEA/2020-09-21.out,0.0192761254489947,0.0073233240489385,0.325362593387952,0.0187252043235243,0.2239630369332434,0.0379117498924553,0.1553678752562227,0.0,0.0,0.2831570328099717
OBSEA/2020-05-14.out,0.2964169943983552,0.1197073682260019,0.4557087010851108,0.2046539822490513,0.4802872489573691,0.2867465782511365,0.1506079187522254,0.4517481380665595,0.4114290607405637,0.4517481380665595
OBSEA/2020-06-17.out,0.5298582797553708,0.5298582797553708,0.5398462054278991,0.5533992316778515,0.5299033626859948,0.5298582797553708,0.0,0.5298582797553708,0.5299033626859948,0.5236769221566822
OBSEA/2020-06-09.out,0.1550997855673037,0.0,0.1409346770569018,0.0,0.1409346770569018,0.0,0.0,0.1409346770569018,0.0,0.1409346770569018
OBSEA/2020-10-08.out,0.0,0.0,0.1256038281563077,0.0,0.0582247585206637,0.0403715831775888,0.0,0.1160041405628276,0.106989370161826,0.1160041405628276
OBSEA/2020-07-15.out,0.3791826196187818,0.0,0.0,0.0,0.080766372356277,0.170497216886462,0.0,0.0,0.2787241831565424,0.3748676395594791
OBSEA/2021-01-02.out,0.67351975189172,0.6618075465633063,0.6744044220749298,0.5856314220207158,0.5990172580252598,0.67351975189172,0.3076738187966096,0.0,0.6648682999198036,0.67351975189172
OBSEA/2020-06-25.out,0.3003810413177958,0.3003810413177958,0.0,0.2411523282455007,0.0303136303071566,0.060638344363974,0.0,0.3003810413177958,0.0878982884461109,0.0
OBSEA/2022-08-29.out,0.0,0.0153918626579477,0.0166038047268295,0.0,0.0153974172822144,0.0,0.0,0.0170120588650197,0.0165351673679371,0.0
OBSEA/2021-08-12.out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866954012254798,0.0997312294380062
